PRN Index,PRN VRAM,PRN Type,GPU Index
0,100,0,0
138,50,0,0
1,100,0,1
139,50,0,1
2,100,0,2
140,49,0,2
3,100,0,3
141,49,0,3
4,100,0,4
142,48,0,4
5,99,0,5
137,51,0,5
6,99,0,6
143,48,0,6
7,99,0,7
144,48,0,7
8,98,0,8
135,52,0,8
9,97,0,9
136,52,0,9
10,97,0,10
145,48,0,10
11,96,0,11
133,54,0,11
12,95,0,12
130,55,0,12
13,95,0,13
131,55,0,13
14,94,0,14
125,56,0,14
15,94,0,15
126,56,0,15
16,93,0,16
119,57,0,16
17,93,0,17
120,57,0,17
18,93,0,18
121,57,0,18
19,92,0,19
118,58,0,19
20,92,0,20
122,57,0,20
21,92,0,21
123,57,0,21
22,91,0,22
116,59,0,22
23,91,0,23
117,59,0,23
24,91,0,24
124,57,0,24
25,91,0,25
127,56,0,25
26,90,0,26
114,60,0,26
27,90,0,27
115,60,0,27
28,89,0,28
111,61,0,28
29,89,0,29
112,61,0,29
30,89,0,30
113,61,0,30
31,89,0,31
128,56,0,31
32,88,0,32
110,62,0,32
33,88,0,33
129,56,0,33
34,88,0,34
132,55,0,34
35,87,0,35
109,63,0,35
36,87,0,36
134,54,0,36
37,87,0,37
146,48,0,37
38,86,0,38
102,64,0,38
39,86,0,39
103,64,0,39
40,85,0,40
97,65,0,40
41,85,0,41
98,65,0,41
42,85,0,42
99,65,0,42
43,84,0,43
91,66,0,43
44,84,0,44
92,66,0,44
45,84,0,45
93,66,0,45
46,83,0,46
94,66,0,46
47,83,0,47
95,66,0,47
48,83,0,48
96,66,0,48
49,82,0,49
87,68,0,49
50,81,0,50
83,69,0,50
51,80,0,51
79,70,0,51
52,80,0,52
80,70,0,52
53,79,0,53
75,71,0,53
54,79,0,54
76,71,0,54
55,79,0,55
77,71,0,55
56,78,0,56
67,72,0,56
57,78,0,57
68,72,0,57
58,77,0,58
65,73,0,58
59,77,0,59
66,73,0,59
60,77,0,60
69,72,0,60
61,76,0,61
64,74,0,61
62,76,0,62
70,72,0,62
63,75,0,63
71,72,0,63
72,72,0,64
73,72,0,64
74,72,0,65
78,71,0,65
81,70,0,66
82,70,0,66
84,69,0,67
85,69,0,67
86,69,0,68
88,68,0,68
89,68,0,69
90,68,0,69
100,65,0,70
101,65,0,70
206,20,0,70
104,64,0,71
105,64,0,71
201,22,0,71
106,64,0,72
107,64,0,72
202,21,0,72
108,64,0,73
147,47,0,73
163,39,0,73
148,47,0,74
149,47,0,74
150,47,0,74
151,46,0,75
152,46,0,75
153,46,0,75
154,46,0,76
155,46,0,76
156,43,0,76
157,42,0,77
158,42,0,77
159,42,0,77
197,24,0,77
160,40,0,78
161,40,0,78
162,40,0,78
187,30,0,78
164,39,0,79
165,39,0,79
166,39,0,79
178,33,0,79
167,39,0,80
168,39,0,80
169,38,0,80
176,34,0,80
170,38,0,81
171,37,0,81
172,37,0,81
173,36,0,81
174,36,0,82
175,35,0,82
177,34,0,82
179,33,0,82
180,33,0,83
181,32,0,83
182,32,0,83
183,31,0,83
203,21,0,83
184,31,0,84
185,31,0,84
186,31,0,84
188,30,0,84
194,25,0,84
189,30,0,85
190,29,0,85
191,28,0,85
192,28,0,85
193,28,0,85
195,25,0,86
196,25,0,86
198,23,0,86
199,23,0,86
200,23,0,86
204,21,0,86
205,21,0,87
207,20,0,87
208,20,0,87
235,89,1,87
209,100,1,88
325,50,1,88
210,100,1,89
326,49,1,89
211,99,1,90
320,51,1,90
212,98,1,91
321,51,1,91
213,98,1,92
322,51,1,92
214,98,1,93
323,51,1,93
215,98,1,94
324,51,1,94
216,97,1,95
319,53,1,95
217,97,1,96
327,49,1,96
218,97,1,97
328,48,1,97
219,97,1,98
329,48,1,98
220,97,1,99
330,48,1,99
221,96,1,100
318,54,1,100
222,96,1,101
331,47,1,101
223,96,1,102
