PRN Index,PRN VRAM,PRN Type,GPU Index
0,100,0,0
162,50,0,0
1,100,0,1
163,50,0,1
2,99,0,2
159,51,0,2
3,98,0,3
153,52,0,3
4,98,0,4
154,52,0,4
5,97,0,5
151,53,0,5
6,97,0,6
152,53,0,6
7,97,0,7
155,52,0,7
8,97,0,8
156,52,0,8
9,97,0,9
157,52,0,9
10,97,0,10
158,52,0,10
11,97,0,11
160,51,0,11
12,96,0,12
147,54,0,12
13,96,0,13
148,54,0,13
14,96,0,14
149,54,0,14
15,96,0,15
150,54,0,15
16,96,0,16
161,51,0,16
17,96,0,17
164,50,0,17
18,95,0,18
144,55,0,18
19,95,0,19
145,55,0,19
20,95,0,20
146,55,0,20
21,95,0,21
165,50,0,21
22,94,0,22
139,56,0,22
23,93,0,23
137,57,0,23
24,93,0,24
138,57,0,24
25,93,0,25
140,56,0,25
26,92,0,26
134,58,0,26
27,91,0,27
129,59,0,27
28,91,0,28
130,59,0,28
29,91,0,29
131,59,0,29
30,91,0,30
132,59,0,30
31,90,0,31
124,60,0,31
32,90,0,32
125,60,0,32
33,90,0,33
126,60,0,33
34,89,0,34
120,61,0,34
35,89,0,35
121,61,0,35
36,88,0,36
119,62,0,36
37,88,0,37
122,61,0,37
38,88,0,38
123,61,0,38
39,87,0,39
117,63,0,39
40,87,0,40
118,63,0,40
41,86,0,41
116,64,0,41
42,85,0,42
114,65,0,42
43,85,0,43
115,65,0,43
44,85,0,44
127,60,0,44
45,84,0,45
109,66,0,45
46,84,0,46
110,66,0,46
47,84,0,47
111,66,0,47
48,84,0,48
112,66,0,48
49,83,0,49
108,67,0,49
50,83,0,50
113,66,0,50
51,83,0,51
128,60,0,51
52,83,0,52
133,59,0,52
53,82,0,53
105,68,0,53
54,81,0,54
102,69,0,54
55,81,0,55
103,69,0,55
56,81,0,56
104,69,0,56
57,81,0,57
106,68,0,57
58,81,0,58
107,68,0,58
59,81,0,59
135,58,0,59
60,80,0,60
100,70,0,60
61,80,0,61
101,70,0,61
62,80,0,62
136,58,0,62
63,80,0,63
141,56,0,63
64,80,0,64
142,56,0,64
65,80,0,65
143,56,0,65
66,80,0,66
166,49,0,66
237,21,0,66
67,80,0,67
167,49,0,67
238,21,0,67
68,79,0,68
98,71,0,68
69,79,0,69
99,71,0,69
70,79,0,70
168,49,0,70
233,22,0,70
71,79,0,71
169,49,0,71
234,22,0,71
72,79,0,72
170,49,0,72
235,22,0,72
73,79,0,73
171,49,0,73
236,22,0,73
74,78,0,74
94,72,0,74
75,78,0,75
95,72,0,75
76,78,0,76
96,72,0,76
77,78,0,77
97,72,0,77
78,77,0,78
89,73,0,78
79,77,0,79
90,73,0,79
80,76,0,80
88,74,0,80
81,76,0,81
91,73,0,81
82,76,0,82
92,73,0,82
83,76,0,83
93,73,0,83
84,76,0,84
172,49,0,84
228,25,0,84
85,75,0,85
86,75,0,85
87,75,0,86
173,48,0,86
222,27,0,86
174,48,0,87
175,47,0,87
176,47,0,87
177,46,0,88
178,46,0,88
179,46,0,88
180,46,0,89
181,45,0,89
182,45,0,89
183,44,0,90
184,43,0,90
185,43,0,90
186,43,0,91
187,43,0,91
188,42,0,91
239,21,0,91
189,42,0,92
190,42,0,92
191,42,0,92
229,24,0,92
192,42,0,93
193,42,0,93
194,39,0,93
223,27,0,93
195,38,0,94
196,37,0,94
197,37,0,94
198,37,0,94
199,36,0,95
200,36,0,95
201,36,0,95
202,36,0,95
203,36,0,96
204,35,0,96
205,35,0,96
206,35,0,96
207,35,0,97
208,35,0,97
209,34,0,97
210,32,0,97
211,32,0,98
212,32,0,98
213,31,0,98
214,31,0,98
230,23,0,98
215,31,0,99
216,30,0,99
217,30,0,99
218,29,0,99
219,29,0,99
220,29,0,100
221,29,0,100
224,27,0,100
225,26,0,100
226,26,0,100
227,26,0,101
231,23,0,101
232,23,0,101
240,100,1,102
367,49,1,102
241,100,1,103
368,49,1,103
242,99,1,104
364,51,1,104
243,99,1,105
365,51,1,105
244,98,1,106
362,52,1,106
245,97,1,107
360,53,1,107
246,96,1,108
355,54,1,108
247,96,1,109
356,54,1,109
248,96,1,110
357,54,1,110
249,96,1,111
358,54,1,111
250,95,1,112
352,55,1,112
251,94,1,113
348,56,1,113
252,94,1,114
349,56,1,114
253,94,1,115
350,56,1,115
254,93,1,116
346,57,1,116
255,91,1,117
337,59,1,117
256,91,1,118
338,59,1,118
257,91,1,119
339,59,1,119
258,90,1,120
336,60,1,120
259,90,1,121
340,59,1,121
260,89,1,122
333,61,1,122
261,88,1,123
332,62,1,123
262,88,1,124
334,61,1,124
263,88,1,125
335,61,1,125
264,88,1,126
341,59,1,126
265,88,1,127
342,59,1,127
266,87,1,128
330,63,1,128
267,87,1,129
331,63,1,129
268,86,1,130
326,64,1,130
269,86,1,131
327,64,1,131
270,86,1,132
328,64,1,132
271,86,1,133
329,64,1,133
272,85,1,134
343,59,1,134
273,84,1,135
321,66,1,135
274,84,1,136
322,66,1,136
275,82,1,137
311,68,1,137
276,81,1,138
308,69,1,138
277,81,1,139
309,69,1,139
278,80,1,140
306,70,1,140
279,79,1,141
301,71,1,141
280,79,1,142
302,71,1,142
281,79,1,143
303,71,1,143
282,79,1,144
304,71,1,144
283,78,1,145
298,72,1,145
284,78,1,146
299,72,1,146
285,77,1,147
296,73,1,147
286,77,1,148
297,73,1,148
287,76,1,149
290,74,1,149
288,75,1,150
289,75,1,150
291,74,1,151
292,74,1,151
293,74,1,152
294,74,1,152
295,74,1,153
300,72,1,153
305,71,1,154
307,70,1,154
310,69,1,155
312,68,1,155
313,67,1,156
314,67,1,156
315,67,1,157
316,67,1,157
317,67,1,158
318,67,1,158
319,67,1,159
320,67,1,159
323,66,1,160
324,66,1,160
325,66,1,161
344,58,1,161
440,26,1,161
345,58,1,162
347,57,1,162
408,35,1,162
351,56,1,163
353,55,1,163
395,39,1,163
354,55,1,164
359,54,1,164
390,41,1,164
361,53,1,165
363,52,1,165
376,45,1,165
366,51,1,166
369,48,1,166
370,48,1,166
371,47,1,167
372,47,1,167
373,47,1,167
374,47,1,168
375,46,1,168
377,45,1,168
378,45,1,169
379,45,1,169
380,45,1,169
381,44,1,170
382,44,1,170
383,44,1,170
384,44,1,171
385,43,1,171
386,43,1,171
457,20,1,171
387,42,1,172
388,42,1,172
389,42,1,172
445,24,1,172
391,41,1,173
392,41,1,173
393,41,1,173
439,27,1,173
394,40,1,174
396,38,1,174
397,38,1,174
410,34,1,174
398,38,1,175
399,38,1,175
400,37,1,175
401,37,1,175
402,36,1,176
403,36,1,176
404,36,1,176
405,36,1,176
406,36,1,177
407,36,1,177
409,35,1,177
411,34,1,177
412,34,1,178
413,33,1,178
414,33,1,178
415,33,1,178
416,33,1,179
417,33,1,179
418,32,1,179
419,32,1,179
458,20,1,179
420,32,1,180
421,32,1,180
422,32,1,180
423,32,1,180
450,22,1,180
424,31,1,181
425,31,1,181
426,31,1,181
427,31,1,181
441,26,1,181
428,30,1,182
429,30,1,182
430,30,1,182
431,30,1,182
432,29,1,182
433,29,1,183
434,29,1,183
435,29,1,183
436,29,1,183
437,28,1,183
438,28,1,184
442,26,1,184
443,26,1,184
444,25,1,184
446,24,1,184
454,21,1,184
447,24,1,185
448,23,1,185
449,23,1,185
451,22,1,185
452,22,1,185
453,22,1,185
455,21,1,186
456,21,1,186
459,20,1,186
460,20,1,186
461,100,2,187
622,50,2,187
462,100,2,188
623,50,2,188
463,100,2,189
624,50,2,189
464,100,2,190
625,49,2,190
465,99,2,191
621,51,2,191
466,98,2,192
616,52,2,192
467,98,2,193
617,52,2,193
468,98,2,194
618,52,2,194
469,97,2,195
611,53,2,195
470,95,2,196
606,55,2,196
471,95,2,197
607,55,2,197
472,94,2,198
602,56,2,198
473,94,2,199
603,56,2,199
474,94,2,200
604,56,2,200
475,94,2,201
605,56,2,201
476,94,2,202
608,55,2,202
477,93,2,203
599,57,2,203
478,93,2,204
600,57,2,204
479,93,2,205
601,57,2,205
480,93,2,206
609,55,2,206
481,93,2,207
610,54,2,207
482,93,2,208
612,53,2,208
483,92,2,209
595,58,2,209
484,92,2,210
596,58,2,210
485,92,2,211
597,58,2,211
486,91,2,212
592,59,2,212
487,91,2,213
593,59,2,213
488,91,2,214
594,59,2,214
489,91,2,215
598,58,2,215
490,90,2,216
589,60,2,216
491,90,2,217
590,60,2,217
492,90,2,218
591,60,2,218
493,90,2,219
613,53,2,219
494,90,2,220
614,53,2,220
495,89,2,221
587,61,2,221
496,89,2,222
588,61,2,222
497,89,2,223
615,53,2,223
498,89,2,224
619,52,2,224
499,89,2,225
620,52,2,225
500,89,2,226
626,49,2,226
501,89,2,227
627,49,2,227
502,88,2,228
585,62,2,228
503,88,2,229
586,62,2,229
504,88,2,230
628,48,2,230
505,88,2,231
629,47,2,231
506,87,2,232
583,63,2,232
507,87,2,233
584,63,2,233
508,86,2,234
579,64,2,234
509,86,2,235
580,64,2,235
510,86,2,236
581,64,2,236
511,86,2,237
582,64,2,237
512,85,2,238
576,65,2,238
513,85,2,239
577,65,2,239
514,85,2,240
578,65,2,240
515,85,2,241
630,47,2,241
516,84,2,242
574,66,2,242
517,84,2,243
575,66,2,243
518,83,2,244
571,67,2,244
519,83,2,245
572,67,2,245
520,83,2,246
573,67,2,246
521,83,2,247
631,47,2,247
699,20,2,247
522,82,2,248
570,68,2,248
523,82,2,249
632,47,2,249
697,21,2,249
524,82,2,250
633,46,2,250
695,22,2,250
525,82,2,251
634,46,2,251
696,22,2,251
526,82,2,252
635,46,2,252
698,21,2,252
527,81,2,253
566,69,2,253
528,81,2,254
567,69,2,254
529,81,2,255
568,69,2,255
530,81,2,256
569,69,2,256
531,81,2,257
636,46,2,257
694,23,2,257
532,80,2,258
559,70,2,258
533,80,2,259
560,70,2,259
534,80,2,260
561,70,2,260
535,80,2,261
562,70,2,261
536,79,2,262
557,71,2,262
537,79,2,263
558,71,2,263
538,78,2,264
555,72,2,264
539,78,2,265
556,72,2,265
540,78,2,266
563,70,2,266
541,78,2,267
564,70,2,267
542,78,2,268
565,70,2,268
543,77,2,269
553,73,2,269
544,77,2,270
554,73,2,270
545,77,2,271
637,45,2,271
684,28,2,271
546,76,2,272
550,74,2,272
547,76,2,273
551,74,2,273
548,75,2,274
549,75,2,274
552,74,2,275
638,45,2,275
675,31,2,275
639,45,2,276
640,44,2,276
641,44,2,276
642,44,2,277
643,44,2,277
644,44,2,277
645,43,2,278
646,43,2,278
647,43,2,278
648,43,2,279
649,42,2,279
650,42,2,279
651,42,2,280
652,42,2,280
653,41,2,280
691,24,2,280
654,41,2,281
655,38,2,281
656,37,2,281
666,34,2,281
657,37,2,282
658,37,2,282
659,36,2,282
660,36,2,282
661,36,2,283
662,35,2,283
663,35,2,283
664,35,2,283
665,35,2,284
667,34,2,284
668,34,2,284
669,33,2,284
670,33,2,285
671,33,2,285
672,33,2,285
673,32,2,285
674,32,2,286
676,31,2,286
677,30,2,286
678,30,2,286
685,27,2,286
679,30,2,287
680,30,2,287
681,30,2,287
682,29,2,287
683,29,2,287
686,27,2,288
687,26,2,288
688,26,2,288
689,26,2,288
690,26,2,288
692,24,2,289
693,24,2,289
